Article_Link,Article_Title,Date,Author,Description,Topic
https://www.analyticsvidhya.com/blog/2021/04/interesting-kaggle-datasets-every-beginner-in-data-science-should-try-out/ ,Interesting Kaggle Datasets Every Beginner in Data Science Should Try Out,"APRIL 21, 2021",PRATEEKMAJ21,"ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction These days, Kaggle has indeed become one of the …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/machine-learning-basics-for-data-science-enthusiasts/ ,Machine Learning Basics For Data Science Enthusiasts,"APRIL 19, 2021",PRANSHU0,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Overview Introduction to Machine Learning Basics Need of Machine Learning …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/what-data-science-future-looks-like/ ,What Data Science Future Looks Like?,"APRIL 16, 2021",ANANTKNITJ,ArticleVideo Book This article was published as a part of the Data Science Blogathon. ” Opportunities don’t happen you create them” Data Science isn’t …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/top-online-platforms-to-learn-python/ ,Top Online Platforms to Learn Python,"APRIL 16, 2021",SION,ArticleVideo Book This article was published as a part of the Data Science Blogathon. What is Python? Python is arguably the most popular programming …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/how-to-make-an-impressive-data-science-portfolio/ ,How to make an impressive Data Science Portfolio?,"APRIL 15, 2021",ANJALI001,ArticleVideo Book This article was published as a part of the Data Science Blogathon. ” A good first impression can work wonders” – J. …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/does-the-popularity-of-automl-means-the-end-of-data-science-jobs/ ,Does The Popularity of AutoML Means the End of Data Science Jobs?,"APRIL 14, 2021",CHIRAG676,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction With the strike of the COVID-19 pandemic and urge …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/upcoming-ds-ml-ai-online-conference-in-2021/ ,7 Upcoming DS/ML/AI/DE Online Conferences in 2021,"APRIL 13, 2021",HIMANSHI SINGH,ArticleVideo Book Introduction The value of meeting people and interacting with people in a private space is one of the best ways to network …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/beginning-your-data-science-journey/ ,Beginning your Data Science Journey,"APRIL 13, 2021",SION,ArticleVideo Book This article was published as a part of the Data Science Blogathon. A complete Data science guide for people beginning their Data …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/step-by-step-guide-to-become-a-data-scientist-from-scratch/ ,Step By Step Guide To Become A Data Scientist (from scratch!),"APRIL 12, 2021",PRANSHU0,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Overview Step by Step guide to developing must learn skills …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/alternative-tools-for-effective-machine-learning/ ,Alternative Tools for Effective Machine Learning,"APRIL 10, 2021",PRIYA603,"ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction As a data science learner, many resources are easily …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/common-mistakes-data-engineers-do-in-their-learning-path/ ,Common mistakes Data Engineers do in their Learning Path,"APRIL 10, 2021",SAURAV88,"ArticleVideo Book It has been lately called that ‘data scientist’ is the sexiest job of the 21st century. However, now, data engineering jobs are …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/04/how-ai-is-used-in-the-cryptocurrency-market/ ,How Artificial Intelligence is used in the cryptocurrency market?,"APRIL 5, 2021",EMILIA3,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction Cryptocurrencies continue to be an extremely interesting phenomenon today. …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/7-proven-steps-to-impress-the-recruiter-with-your-machine-learning-ml-projects/ ,7 Proven Steps to Impress the Recruiter with Your Machine Learning Projects,"MARCH 27, 2021",MANPREET36,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction After arming yourself up with all the relevant industry …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/career-in-machine-learning-and-data-science/ ,Career in Machine Learning and Data Science,"MARCH 26, 2021",DOSSIER,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction   image source-dreamstime.com Machine Learning and Data Science are …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/common-tools-used-in-data-science-spectrum/ ,Common Tools used in Data Science Spectrum,"MARCH 24, 2021",HIMANSHI SINGH,"ArticleVideo Book Introduction In the previous article, Common Data Capturing Types and Tools, we got an understanding of different tools and ways of capturing …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/kickstart-guide-to-become-a-m-a-d-programmer/ ,Kickstart Guide to Become a M-A-D Programmer,"MARCH 22, 2021",GHVARDHAN@123,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Artificial Intelligence – Machine Learning – Deep Learning – Data …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/common-terminologies-used-in-machine-learning-and-artificial-intelligence/ ,Common terminologies used in Machine Learning and Artificial Intelligence,"MARCH 20, 2021",HIMANSHI SINGH,"ArticleVideo Book Introduction In this article, we’ll introduce you to various common terminologies used in the machine learning and artificial intelligence industry. Without any …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/the-most-important-skills-needed-to-become-a-successful-data-scientist-in-2021/ ,The Most Important Skills Needed to Become a Successful Data Scientist in 2021,"MARCH 17, 2021",ANANYACY,"ArticleVideo Book This article was published as a part of the Data Science Blogathon. In the present era, plenty of aspiring data science professionals …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/interview-questions-on-exploratory-data-analysis-eda/ ,Interview Questions on Exploratory Data Analysis (EDA),"MARCH 10, 2021",RADHIKA_KUNCHHAL,"ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction Are you aspiring to become a data analyst/scientist, but …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/data-science-is-not-good-for-health-a-unique-look-at-data-science/ ,Data Science is Not Good for Health – A Unique Look at Data Science,"MARCH 9, 2021",AUDDY,"ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction Sarcasm? Well, why would someone talk bad about data …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/a-super-quick-introduction-to-machine-learning/ ,A Super Quick Introduction to Machine Learning,"MARCH 9, 2021",DESTOYER-BYTE,"ArticleVideo Book Introduction. As we enter future times, man is trying his best to uncover all the secrets of technology. Looking back at a …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/understanding-data-science-from-a-beginners-lens/ ,Understanding Data Science from a Beginner’s Lens,"MARCH 9, 2021",INFITRIX,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction You think data science is just a buzz word …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/kaggle-grandmaster-series-exclusive-interview-with-kaggle-notebooks-grandmaster-tarun-paparaju-rank-25/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Notebooks Grandmaster Tarun Paparaju (#Rank 25),"MARCH 8, 2021",ANALYTICS VIDHYA,ArticleVideo Book Welcome back to Kaggle Grandmaster Series! Today we are thrilled to be joined by Tarun Paparaju to share his journey with us. …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/data-scientist-roles-in-telecom-industry/ ,Data Science Roles in Telecom industry,"MARCH 4, 2021",TRUPTI0,"ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction As a Data Scientist, I have worked with one …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/03/quick-guide-to-ai-and-ml-universe-for-business-leaders/ ,Quick Guide to AI and ML Universe for Business Leaders,"MARCH 3, 2021",SEJAL23,"ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction Ever since the advent of Globalisation, the environment in …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/comprehensive-guide-data-science-professional/ ,A Comprehensive Step-by-Step Guide to Become an Industry Ready Data Science Professional,"FEBRUARY 24, 2021",RAM DEWANI,ArticleVideo Book Introduction to Artificial Intelligence and Machine Learning Artificial Intelligence (AI) and its sub-field Machine Learning (ML) have taken the world by storm. …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/the-exciting-future-potential-of-machine-learning/ ,The Exciting Future Potential of Machine Learning,"FEBRUARY 24, 2021",THIYAGARAJAN4,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction Machine Learning works on the principles of computer algorithms …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/why-programming-is-essential-for-data-science/ ,Why Programming is Essential for Data Science,"FEBRUARY 22, 2021",ABHIRAJ SURESH,ArticleVideo Book Introduction I graduated with a degree in Bachelor’s of Commerce from Delhi University and decided to pursue Data Science as a career. …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/6-open-source-data-science-projects-that-provide-an-edge-to-your-portfolio/ ,6 Open Source Data Science Projects That Provide an Edge to Your Portfolio,"FEBRUARY 19, 2021",ABHIRAJ SURESH,ArticleVideo Book Introduction “I understand the concepts well. Why should I focus on data science projects in my data science journey?” I have been …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/introduction-to-machine-learning-for-absolute-beginners/ ,Introduction to Machine Learning for Absolute Beginners,"FEBRUARY 18, 2021",SHRISH7,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction Machine learning.Sounds cool right? When I see those two …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/kaggle-grandmaster-series-exclusive-interview-with-kaggle-competiton-grandmaster-oleg-yaroshevskiy-rank-32/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Competiton Grandmaster Oleg Yaroshevskiy (#Rank 32),"FEBRUARY 17, 2021",ANALYTICS VIDHYA,"ArticleVideo Book Welcome back to the 22nd edition of the Kaggle Grandmaster Series Today, we are thrilled to be joined by Oleg Yaroshevskiy to …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/kaggle-grandmaster-series-exclusive-interview-with-kaggle-notebooks-grandmaster-kostiantyn-isaienkovrank-8/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Notebooks Grandmaster Kostiantyn Isaienkov (#Rank 8),"FEBRUARY 12, 2021",ANALYTICS VIDHYA,ArticleVideo Book “I think the main challenge for a lot of beginner kagglers is to overcome their fear of failure and criticism”- Kostiantyn Isaienkov …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/kaggle-grandmaster-series-exclusive-interview-with-kaggle-quadruple-grandmaster-rohan-rao/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Quadruple/4x Grandmaster Rohan Rao,"FEBRUARY 9, 2021",ANALYTICS VIDHYA,"ArticleVideo Book Ever seen a data scientist with more than 2 Kaggle Grandmaster titles? Well, don’t stop at 3 now as we bring to …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/kaggle-grandmaster-series-exclusive-interview-with-kaggle-datasets-grandmaster-ruchi-bhatiarank-5/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Datasets Grandmaster Ruchi Bhatia(#Rank 5),"FEBRUARY 5, 2021",ANALYTICS VIDHYA,"ArticleVideo Book Welcome back to the Kaggle Grandmaster Series In the 19th edition of the Kaggle Grandmaster Series, we are thrilled to be joined …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/analytics-vidhya-presents-job-a-thon-your-dream-data-science-job-at-your-fingertips/ ,Analytics Vidhya Presents JOB-A-THON – Your Dream Data Science Job at your Fingertips!,"FEBRUARY 3, 2021",RAM DEWANI,ArticleVideo Book Introduction What if I told you that your dream data science role was just around the corner? How easy would life be …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/02/kaggle-grandmaster-series-exclusive-interview-with-kaggle-notebooks-grandmaster-gabriel-preda-rank-10/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Notebooks Grandmaster Gabriel Preda (#Rank 10),"FEBRUARY 2, 2021",ANALYTICS VIDHYA,"ArticleVideo Book “When, a few years ago, I started to study Data Science systematically, I could use all this previous experience”- Gabriel Preda The …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/kaggle-grandmaster-series-exclusive-interview-with-kaggle-discussion-grandmaster-raju-kumar-mishra-rank-48/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Discussion Grandmaster Raju Kumar Mishra (#Rank 48),"JANUARY 28, 2021",ANALYTICS VIDHYA,"ArticleVideo Book “Let me tell you a secret, getting the first freelance data science project may require huge patience”- Raju Kumar Mishra India is …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/an-quick-overview-of-data-science-universe/ ,A Quick Overview of Data Science Universe,"JANUARY 26, 2021",SRINIKETHCR7,ArticleVideo Book This article was published as a part of the Data Science Blogathon. What is Data Science (DS)? Data Science is a blend …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/kaggle-grandmaster-series-exclusive-interview-with-kaggle-competitions-grandmaster-philip-margolis-rank-47/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Competitions Grandmaster Philip Margolis (#Rank 47),"JANUARY 25, 2021",ABHIRAJ SURESH,ArticleVideo Book “I just followed my interests and focussed on learning machine learning as much as I could”- Philip Margolis Age is just a …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/heres-what-you-need-to-know-to-become-a-data-scientist/ ,Here’s What You Need to Know to Become a Data Scientist!,"JANUARY 22, 2021",RAM DEWANI,ArticleVideo Book Overview Being a data scientist has become a prestigious career path in 2021 Understand the whole ball of wax around being a …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/5-highly-recommended-skills-tools-to-learn-in-2021-for-being-a-data-analyst/ ,5 Highly Recommended Skills / Tools to learn in 2021 for being a Data Analyst,"JANUARY 22, 2021",PALAK11,"ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction Here in this article, I share five highly recommended …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/kaggle-grandmaster-series-exclusive-interview-with-2x-kaggle-grandmaster-marios-michailidis/ ,Kaggle Grandmaster Series – Exclusive Interview with 2x Kaggle Grandmaster Marios Michailidis,"JANUARY 21, 2021",ANALYTICS VIDHYA,ArticleVideo Book “Start with the “knowledge” type of hackathons. There you do not compete for money (or other rewards). You can receive more help …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/kaggle-grandmaster-series-exclusive-interview-with-kaggle-competitions-grandmaster-peiyuan-liao-rank-28/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Competitions Grandmaster Peiyuan Liao (Rank 28!),"JANUARY 19, 2021",ANALYTICS VIDHYA,ArticleVideo Book Welcome back to the Kaggle Grandmaster Series! There is no age to learn and master something. The general perception that data scientists …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/quick-steps-to-learn-data-science-as-a-beginner/ ,Quick Steps to Learn Data Science As a Beginner,"JANUARY 18, 2021",ANANYACY,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Data Science and its applications first caught my attention in …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/kaggle-grandmaster-series-exclusive-interview-with-kaggle-competitions-grandmaster-peter-pesti-rank-23/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Competitions Grandmaster Peter Pesti (Rank 23!),"JANUARY 15, 2021",ANALYTICS VIDHYA,ArticleVideo Book “My transition from SWE to Data Science/AI is still not complete; I am working on it every day.” Being a Kaggle Grandmaster …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/kaggle-grandmaster-series-exclusive-interview-with-kaggle-notebooks-grandmaster-and-rank-30-theo-viel/ ,Kaggle Grandmaster Series – Exclusive Interview with Kaggle Notebooks Grandmaster Theo Viel (Rank 30!),"JANUARY 13, 2021",GUEST BLOG,"ArticleVideo Book “During a competition, the difference between a top 50% and a top 10% is mostly the time invested”- Theo Viel 2021 is …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/tips-to-become-a-data-scientist-in-this-pandemic/ ,Tips to Become a Data Scientist in this Pandemic,"JANUARY 13, 2021",PAVANKALYAN9065,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Simple steps to get you Hired! The main intention of …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/using-social-media-platforms-for-building-data-science-profile/ ,Using social media platforms for building data science profile,"JANUARY 13, 2021",ROHIT742,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction Everyone is familiar with the power that social media …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/kaggle-grandmaster-series-exclusive-interview-with-2x-kaggle-grandmaster-prashant-banerjee/ ,Kaggle Grandmaster Series – Exclusive Interview with 2x Kaggle Grandmaster Prashant Banerjee,"JANUARY 7, 2021",ANALYTICS VIDHYA,ArticleVideo Book “Data Science is full of opportunities and challenges and I want to explore those opportunities.” Mindset is one of the factors that …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/what-is-it-like-to-be-a-data-scientist-in-2021/ ,What is it Like to Be a Data Scientist in 2021?,"JANUARY 6, 2021",RAM DEWANI,ArticleVideo Book Overview The rise in demand for data scientist continues in 2021 too Understand what is it like to be a Data Scientist …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2021/01/9-tips-for-a-seamless-transition-to-data-science-for-absolute-noobs/ ,9 Tips for a Seamless Transition to Data Science for Absolute Beginners!,"JANUARY 4, 2021",ABHIRAJ SURESH,ArticleVideo Book Overview The data science industry is growing exponentially It is important to have a clear understanding of the very basic questions before …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/kaggle-grandmasters-series-exclusive-interview-with-competitions-grandmaster-and-rank-67-dmytro-danevskyi/ ,Kaggle Grandmaster Series – Exclusive Interview with Competitions Grandmaster Dmytro Danevskyi,"DECEMBER 30, 2020",ANALYTICS VIDHYA,"ArticleVideo Book “I’ve never felt that had I more degrees or no degree at all to mention in my resume, things would go dramatically …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/10-data-science-projects-for-beginners/ ,10 Data Science Projects Every Beginner should add to their Portfolio,"DECEMBER 29, 2020",SHIPRA SAXENA,"ArticleVideo Book Overview The projects are a way to enhance and improve your knowledge in the data science domain. To boost your resume, here …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/top-ai-startups/ ,Top 14 Artificial Intelligence Startups to watch out for in 2021!,"DECEMBER 24, 2020",SHIPRA SAXENA,"ArticleVideo Book Overview Reducing company costs, generating customer insights & intelligence, and improving customer experiences are the three most popular ML and AI use …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/top-data-science-articles-of-2020/ ,10 Most Popular Data Science Articles on Analytics Vidhya in 2020,"DECEMBER 23, 2020",ANALYTICS VIDHYA,ArticleVideo Book Overview Here is a list of the top 10 articles published this year by Analytics Vidhya The articles have been ranked in …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/a-super-useful-month-by-month-plan-to-master-data-science-in-2021/ ,A Super Useful Month-by-Month Plan to Master Data Science in 2021,"DECEMBER 22, 2020",RAM DEWANI,ArticleVideo Book Overview Your quest to understand how to become a data scientist in 2021 ends here Here’s a month on month plan that …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/a-quick-guide-to-data-science-and-machine-learning/ ,A Quick Guide to Data science and Machine Learning,"DECEMBER 21, 2020",MOHAMMED_NABEEL,"ArticleVideo Book This article was published as a part of the Data Science Blogathon. Introduction In today’s time, an enormous amount of data is …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/a-comprehensive-learning-path-to-become-a-data-scientist-in-2021/ ,A Comprehensive Learning Path to Become a Data Scientist in 2021!,"DECEMBER 17, 2020",RAM DEWANI,ArticleVideo Book Are you Ready to Become a Data Scientist in 2021? A new year beckons! New resolutions to become a data scientist have …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/top-10-data-science-webinars-recordings-of-2020/ ,Top 10 Data Science Webinars of 2020!,"DECEMBER 14, 2020",RAM DEWANI,ArticleVideo Book Overview Here is a list of Top 10 Data Science Webinars Organized by Analytics Vidhya in 2020 These Data Science Webinars are …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/top-15-free-data-science-courses-to-kick-start-your-data-science-journey/ ,Top 15 Free Data Science Courses to Kick Start your Data Science Journey!,"DECEMBER 10, 2020",HARSHIT AHLUWALIA,ArticleVideo Book Overview Here is a list of 15 Free Data Science Courses to get you going initially These are well-curated courses. Please probe …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/kaggle-grandmaster-series-exclusive-interview-with-competitions-grandmaster-and-rank-21-agnis-liukis/ ,Kaggle Grandmaster Series – Exclusive Interview with Competitions Grandmaster and Rank #21 Agnis Liukis,"DECEMBER 9, 2020",ANALYTICS VIDHYA,"ArticleVideo Book “When it comes to implementing some algorithm, my programming skills help a lot in that. I would say that Python is a …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/kaggle-grandmaster-series-notebooks-grandmaster-and-rank-2-dan-beckers-data-science-journey/ ,Kaggle Grandmaster Series – Notebooks Grandmaster and Rank #2 Dan Becker’s Data Science Journey!,"DECEMBER 8, 2020",ANALYTICS VIDHYA,"ArticleVideo Book ” If I were explicitly trying to be in the top 1%, I might have given up before I got there. It’s …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/10-resources-to-successfully-navigate-a-career-in-data-science/ ,10 Resources to Successfully navigate a career in Data Science!,"DECEMBER 7, 2020",RAM DEWANI,ArticleVideo Book Overview Here are 10 Data Science resources that answer the majority of career-related questions beginners have By no means is this list …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/a-quick-guide-to-become-a-data-analyst/ ,A Quick Guide to Become a Data Analyst,"DECEMBER 7, 2020",KRRAI77@GMAIL.COM,ArticleVideo Book This article was published as a part of the Data Science Blogathon. Explore the simple path to become a great visual data …,Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/exclusive-interview-with-andrey-lukyanenko/ ,Kaggle Grandmaster Series – Exclusive Interview with Andrey Lukyanenko (Notebooks and Discussions Grandmaster),"DECEMBER 5, 2020",ANALYTICS VIDHYA,"ArticleVideo Book Introduction “In case you are only starting your journey, I suggest to read some great notebooks to understand what is interesting to …",Carrer-in-DataScience
https://www.analyticsvidhya.com/blog/2020/12/kaggle-grandmaster-series-notebooks-grandmaster-and-rank-12-martin-henzes-mind-blowing-journey/ ,Kaggle Grandmaster Series – Notebooks Grandmaster and Rank #12 Martin Henze’s Mind Blowing Journey!,"DECEMBER 4, 2020",ANALYTICS VIDHYA,ArticleVideo Book Welcome back to the Kaggle Grandmaster Series! “Bad examples can often be just as educational as good ones”- Martin Henze In data …,Carrer-in-DataScience
https://www.smashingmagazine.com/2021/04/easing-functions-css-animations-transitions/ ,Understanding Easing Functions For CSS Animations And Transitions,"april 27, 2021 ",Adrian Bece," Easing functions can change the look and feel of an animation by affecting the rate, or speed, of an animation. In this article, we’re going to take a deep dive into easing functions and see how we can use them to create those natural and stunning animations.",CSS
https://www.smashingmagazine.com/2021/04/guide-supported-modern-css-pseudo-class-selectors/ ,"A Guide To Newly Supported, Modern CSS Pseudo-Class Selectors","april 23, 2021 ",Stephanie Eckles, The CSS Working Group Editor’s Draft for Selectors Level 4 includes several pseudo-class selectors that already have proposal candidates in most modern browsers. This guide will cover ones that currently have the best support along with examples to demonstrate how you can start using them today!,CSS
https://www.smashingmagazine.com/2021/04/web-design-done-well-part1/ ,Web Design Done Well: The Ordinary Made Extraordinary (Part 1),"april 22, 2021 ",Frederick O’Brien," Sometimes it’s the little things in web life that make us look twice. From carousels to documentation to cookie disclaimers, here are some sites taking the mundane and sprinkling in a little magic.",CSS
https://www.smashingmagazine.com/2021/04/css-overflow-issues/ ,Overflow Issues In CSS,"april 14, 2021 ",Ahmad Shadeed," In this article, we will explore the causes of overflow issues and how to solve them. We will also explore how modern features in the developer tools (DevTools) can make the process of fixing and debugging easier.",CSS
https://www.smashingmagazine.com/2021/04/designing-developing-fluid-type-space-scales/ ,Meet Utopia: Designing And Building With Fluid Type And Space Scales,"april 1, 2021 ",James Gilyead & Trys Mudford," By systemizing the fundamentals of typography and space, and leaning into the inherent fluidity of the web, a free new CSS tool called Utopia offers an alternative to breakpoint-driven design.",CSS
https://www.smashingmagazine.com/2021/03/complete-guide-accessible-front-end-components/ ,A Complete Guide To Accessible Front-End Components,"march 22, 2021 ",Vitaly Friedman," Reliable accessible front-end components: :focus styles, content sliders, dark mode, data charts, date pickers, form styles, navigation menu, modals, radio buttons, “skip” links, SVGs, tabs, tables, toggles and tooltips.",CSS
https://www.smashingmagazine.com/2021/03/css-generators/ ,CSS Generators,"march 15, 2021 ",Iris Lješnjanin," In a new short series of posts, we highlight some of the useful tools and techniques for developers and designers. This time it’s all about CSS Generators: from CSS shadows to easing gradients to CSS overlays to CSS doodles.",CSS
https://www.smashingmagazine.com/2021/03/css-auditing-tools/ ,CSS Auditing Tools,"march 11, 2021 ",Iris Lješnjanin," In a new short series of posts, we highlight some of the useful tools and techniques for developers and designers to get their work done better and faster. Starting out with a few tools for getting to the bottom of CSS.",CSS
https://www.smashingmagazine.com/2021/02/responsive-image-effects-css-gradients-aspect-ratio/ ,Create Responsive Image Effects With CSS Gradients And aspect-ratio,"february 23, 2021 ",Stephanie Eckles," A classic problem in CSS is maintaining the aspect ratio of images across related components, such as cards. The newly supported aspect-ratio property in combination with object-fit provides a remedy to this headache of the past! Let’s learn to use these properties, in addition to creating a responsive gradient image effect for extra flair.",CSS
https://www.smashingmagazine.com/2021/02/css-z-index-large-projects/ ,Managing CSS Z-Index In Large Projects,"february 8, 2021 ",Steven Frieson, Wrangling z-index values is a difficult task for many developers. Here is an easy-to-implement mini-framework based on existing conventions that brings clarity and confidence to working with z-index.,CSS
https://www.smashingmagazine.com/2021/02/things-you-can-do-with-css-today/ ,Things You Can Do With CSS Today,"february 1, 2021 ",Andy Bell," The present and future of CSS are very bright indeed and if you take a pragmatic, progressive approach to your CSS, then things will continue to get better and better on your projects, too.",CSS
https://www.smashingmagazine.com/2021/01/front-end-performance-2021-free-pdf-checklist/ ,Front-End Performance Checklist 2021,"january 12, 2021 ",Vitaly Friedman," Let’s make 2021… fast! An annual front-end performance checklist (available as PDF, Apple Pages, MS Word), with everything you need to know to create fast experiences on the web today, from metrics to tooling and CSS/JavaScript techniques.",CSS
https://www.smashingmagazine.com/2020/11/playfulness-code-supercharge-fun-learning/ ,Playfulness In Code: Supercharge Your Learning By Having Fun,"november 25, 2020 ",Jhey Tompkins," In the product-focused world of development, it can be easy to forget the joy of making for the sake of making. By dropping the ‘Why’ and ‘How’, and focusing instead on the ‘What’ of weird, wonderful ideas, you can nurture a totally different side to your skill sets.",CSS
https://www.smashingmagazine.com/2020/11/native-css-masonry-layout-css-grid/ ,Native CSS Masonry Layout In CSS Grid,"november 2, 2020 ",Rachel Andrew," There is now a specification for native CSS masonry layout, as part of the Grid Layout spec. In this article, Rachel Andrew explains how it works with the help of a couple of demos you can try out in Firefox Nightly.",CSS
https://www.smashingmagazine.com/2020/10/face-motion-typography/ ,How To Use Face Motion To Interact With Typography,"october 2, 2020 ",Edoardo Cavazza," In this article, we will cover how to combine Machine Learning, variable fonts, and CSS grids to create layouts that respond to the proximity, the inclination, and the number of the users’ faces.",CSS
